Genome	Primer	Amplification	Pairing and Strand direction ((+)/(-))	Strand direction	Strand check	Mismatch	Distance	Location
LC868427.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
LC868428.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC868429.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC868430.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC868431.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC868432.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5403:5421:-
LC868433.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5405:5423:-
LC868434.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC868435.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5398:5416:-
LC868436.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC868437.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
LC868438.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5403:5421:-
LC918507.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC918508.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5400:5418:-
LC918509.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC918510.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
LC918511.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
LC918512.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC918513.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5407:5425:-
LC918514.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC918515.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC918516.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
LC918517.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC918518.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
LC918519.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5421:5439:-
LC918520.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5413:5431:-
LC918521.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5403:5421:-
LC918522.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
LC918523.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5407:5425:-
LC918524.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
LC919492.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5408:5426:-
LC769681.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5406:5424:-
LC769682.1		none				M	D	
LC769683.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5404:5422:-
LC769684.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5401:5419:-
LC769685.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
LC769688.1		none				M	D	
LC769689.1		none				M	D	
LC769691.1		none				M	D	
LC769692.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5394:5412:-
LC769693.1		none				M	D	
LC769694.1		none				M	D	
LC769695.1		none				M	D	
LC769696.1		none				M	D	
LC769697.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
LC769698.1		none				M	D	
LC769699.1		none				M	D	
LC769700.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5451:5469:-
LC769701.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5398:5416:-
LC769702.1		none				M	D	
LC769703.1		none				M	D	
LC769704.1		none				M	D	
LC769705.1		none				M	D	
LC769706.1		none				M	D	
LC769707.1		none				M	D	
LC769708.1		none				M	D	
LC769709.1		none				M	D	
LC769712.1		none				M	D	
LC769713.1		none				M	D	
LC769714.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5403:5421:-
LC769715.1		none				M	D	
LC777250.1		none				M	D	
LC342059.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
LC369214.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
LC369215.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5419:5437:-
LC369216.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
LC369217.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
LC369218.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5416:5434:-
LC369219.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
LC369220.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC369221.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC369222.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
LC369224.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
LC369225.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
LC369227.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC369228.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC369229.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC369230.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC369231.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC369232.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC369233.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC369234.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5416:5434:-
LC369235.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5416:5434:-
LC369236.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
LC369237.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5419:5437:-
LC369238.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5418:5436:-
LC369239.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC369240.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
LC369241.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5418:5436:-
LC369242.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5419:5437:-
LC369243.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
LC369244.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
LC369245.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5419:5437:-
LC369246.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC369247.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC369248.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5410:5428:-
LC369249.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
LC369251.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
LC369252.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
LC369253.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
LC369254.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
LC369255.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC369256.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
LC369257.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5419:5437:-
LC369258.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5367:5385:-
KY905331.1		none				M	D	
KY496327.1		none				M	D	
KY210920.3		none				M	D	
KY210980.3		none				M	D	
KX586330.1		none				M	D	
KT779557.1		none				M	D	
KF895841.2		none				M	D	
KF920739.4		none				M	D	
KF944110.2		none				M	D	
KF944111.3		none				M	D	
HM596590.4	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5412:5430:-
GU292831.4		none				M	D	
PZ136054.1		none				M	D	
PZ136057.1		none				M	D	
PZ059667.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PZ059668.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PZ059669.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PZ059670.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PZ059671.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PZ059672.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PV902474.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV843276.1		none				M	D	
PV806172.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
PV806173.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
PV806174.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
PV765565.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV765568.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV765570.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV746275.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PV746276.1		none				M	D	
PV746277.1		none				M	D	
PV746278.1		none				M	D	
PV655189.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV636607.1		none				M	D	
PQ461161.1		none				M	D	
PV588655.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV588656.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV588657.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV588658.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV588796.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV588797.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV553834.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5416:5434:-
PP498989.1		none				M	D	
OR536443.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536445.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536446.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536448.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536449.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536451.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536452.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536453.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536455.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536456.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536461.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536463.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5408:5426:-
OR536471.1		none				M	D	
OR536474.1		none				M	D	
OR536495.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
OR536496.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
OR536497.1		none				M	D	
OR536498.1		none				M	D	
OR536499.1		none				M	D	
PP381831.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PP267279.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PP267284.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PP267285.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PP267298.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
OR546391.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR546392.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR546393.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR546394.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR546395.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR546396.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR546397.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR546398.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR546399.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR546400.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR397766.1		none				M	D	
OR397767.1		none				M	D	
OR397768.1		none				M	D	
OR397769.1		none				M	D	
OR397770.1		none				M	D	
OR397771.1		none				M	D	
OR397772.1		none				M	D	
OR397773.1		none				M	D	
OR397774.1		none				M	D	
OR397775.1		none				M	D	
OR397776.1		none				M	D	
OR397777.1		none				M	D	
OR397778.1		none				M	D	
OR397779.1		none				M	D	
OR397780.1		none				M	D	
OR397781.1		none				M	D	
OR397782.1		none				M	D	
OR397783.1		none				M	D	
OR397784.1		none				M	D	
OR397785.1		none				M	D	
OR397786.1		none				M	D	
OR397787.1		none				M	D	
OR397788.1		none				M	D	
OP691294.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5415:5433:-
OP691295.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5415:5433:-
OP609644.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5415:5433:-
OP609645.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5415:5433:-
OP609646.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5415:5433:-
ON706286.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5405:5423:-
MW581004.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW581005.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW581006.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW581007.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW581008.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW581009.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW581010.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW581011.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW581012.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MZ292759.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
MZ292794.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
MZ291623.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
MZ291626.1		none				M	D	
MZ291632.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
MZ291634.1		none				M	D	
MZ268407.1		none				M	D	
MZ272053.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5409:5427:-
MZ272475.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5409:5427:-
MZ265063.2	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5417:5435:-
MZ265142.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5451:5469:-
MZ265418.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5409:5427:-
MZ265480.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5409:5427:-
MZ233435.1		none				M	D	
MW661247.1		none				M	D	
MW661251.1		none				M	D	
MW661252.1		none				M	D	
MW661254.1		none				M	D	
MW661255.1		none				M	D	
MW661257.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
MW661258.1		none				M	D	
MW661259.1		none				M	D	
MW661260.1		none				M	D	
MW661261.1		none				M	D	
MW661262.1		none				M	D	
MW661263.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW661265.1		none				M	D	
MW661267.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MW661268.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5412:5430:-
MW661269.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5413:5431:-
MW661270.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
MW661277.1		none				M	D	
MW661279.1		none				M	D	
MW661280.1		none				M	D	
MW661283.1		none				M	D	
MT233268.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
MT218311.1		none				M	D	
MT242482.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5417:5435:-
MT316122.1		none				M	D	
MT158850.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5405:5423:-
MT158851.1		none				M	D	
MT158852.1		none				M	D	
MT158853.1		none				M	D	
MT158854.1		none				M	D	
MT158855.1		none				M	D	
MT158856.1		none				M	D	
MT158857.1		none				M	D	
MT158858.1		none				M	D	
MT158859.1		none				M	D	
MT158860.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
MT158861.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
MT158862.1		none				M	D	
MN394542.1		none				M	D	
MN307993.1		none				M	D	
MN307995.1		none				M	D	
MN307996.1		none				M	D	
MN307997.1		none				M	D	
MN307998.1		none				M	D	
MN307999.1		none				M	D	
MN308001.1		none				M	D	
MN308002.1		none				M	D	
MN308003.1		none				M	D	
MN308008.1		none				M	D	
MN308010.1		none				M	D	
MN308012.1		none				M	D	
MN308014.1		none				M	D	
MN308015.1		none				M	D	
MN308017.1		none				M	D	
MN308018.1		none				M	D	
MN308019.1		none				M	D	
MN308020.1		none				M	D	
MN199033.1		none				M	D	
MK614124.1		none				M	D	
MK614125.1		none				M	D	
MK614126.1		none				M	D	
MK614127.1		none				M	D	
MK614128.1		none				M	D	
MK614129.1		none				M	D	
MK614130.1		none				M	D	
MK614131.1		none				M	D	
MK614132.1		none				M	D	
MK614133.1		none				M	D	
MK614134.1		none				M	D	
MK614135.1		none				M	D	
MK614136.1		none				M	D	
MK614137.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
MK775029.1		none				M	D	
MK775032.1		none				M	D	
MK773585.1		none				M	D	
MK773587.1		none				M	D	
MK762558.1		none				M	D	
MK762560.1		none				M	D	
MK762564.1		none				M	D	
MK762566.1		none				M	D	
MK762568.1		none				M	D	
MK762626.1		none				M	D	
MK762627.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
MK762629.1		none				M	D	
MK762632.1		none				M	D	
MK762633.1		none				M	D	
MK762636.1		none				M	D	
MK762637.1		none				M	D	
MK762745.1		none				M	D	
MK762746.1		none				M	D	
MK764013.1		none				M	D	
MK764014.1		none				M	D	
MK764015.1		none				M	D	
MK764021.1		none				M	D	
MK764022.1		none				M	D	
MK764039.1		none				M	D	
MK764041.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MH041321.1		none				M	D	
MH041322.1		none				M	D	
MK752934.1		none				M	D	
MK752937.1		none				M	D	
MK752939.1		none				M	D	
MK752941.1		none				M	D	
MK752942.1		none				M	D	
MK752946.1		none				M	D	
MK752947.1		none				M	D	
MK753007.1		none				M	D	
MK753008.1		none				M	D	
MK753009.1		none				M	D	
MK753010.1		none				M	D	
MK753012.1		none				M	D	
MK753016.1		none				M	D	
MK753033.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
MK753034.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MK753035.1		none				M	D	
MK753036.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MK754442.1		none				M	D	
MK754443.1		none				M	D	
MK754445.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
MK754447.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MK756034.1		none				M	D	
MK756035.1		none				M	D	
MK729086.1		none				M	D	
MG214988.1		none				M	D	
MG002632.1		none				M	D	
MG002634.1		none				M	D	
PQ196508.1		none				M	D	
PQ196512.1		none				M	D	
PQ196514.1		none				M	D	
PQ196516.1		none				M	D	
PQ196517.1		none				M	D	
PQ196518.1		none				M	D	
PQ196520.1		none				M	D	
PQ196523.1		none				M	D	
PQ196525.1		none				M	D	
PQ196526.1		none				M	D	
PQ196528.1		none				M	D	
PQ196529.1		none				M	D	
PQ196530.1		none				M	D	
PQ196532.1		none				M	D	
PQ196533.1		none				M	D	
PQ196534.1		none				M	D	
PQ196536.1		none				M	D	
PQ196537.1		none				M	D	
PQ196538.1		none				M	D	
PQ196539.1		none				M	D	
PQ196541.1		none				M	D	
PQ196543.1		none				M	D	
PQ196546.1		none				M	D	
PQ196547.1		none				M	D	
PQ196549.1		none				M	D	
PQ196551.1		none				M	D	
PQ196556.1		none				M	D	
PQ196557.1		none				M	D	
PQ196561.1		none				M	D	
PQ196562.1		none				M	D	
PQ196564.1		none				M	D	
PQ196565.1		none				M	D	
PQ196566.1		none				M	D	
PQ196568.1		none				M	D	
PV297973.1		none				M	D	
PV275041.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PV275048.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PV275055.1		none				M	D	
PV275057.1		none				M	D	
PV275059.1		none				M	D	
PV275064.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5429:5447:-
PV275065.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5429:5447:-
PV275066.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5429:5447:-
PV275069.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PV174239.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5405:5423:-
PV174243.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5411:5429:-
PV174244.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5411:5429:-
PV174245.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5405:5423:-
OR713748.1		none				M	D	
OR700741.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
OR700742.1		none				M	D	
OR700746.1		none				M	D	
OR685283.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5420:5438:-
OR069404.1		none				M	D	
OR051787.1		none				M	D	
OR051903.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5405:5423:-
OR051927.1		none				M	D	
OR065073.1		none				M	D	
OR065090.1		none				M	D	
OR069405.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5405:5423:-
OR069406.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5405:5423:-
MZ478140.1		none				M	D	
OL826940.1		none				M	D	
OL826941.1		none				M	D	
OL826942.1		none				M	D	
OL826943.1		none				M	D	
OL721917.1		none				M	D	
LC597111.1		none				M	D	
LC597112.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
LC597113.1		none				M	D	
LC597120.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
LC597121.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5409:5427:-
LC597124.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5401:5419:-
LC597126.1		none				M	D	
LC597127.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5407:5425:-
LC597132.1		none				M	D	
MT735394.1		none				M	D	
MN588299.1		none				M	D	
MN588300.1		none				M	D	
MN588301.1		none				M	D	
MN588302.1		none				M	D	
MN588303.1		none				M	D	
MN588304.1		none				M	D	
MN588305.1		none				M	D	
MN588306.1		none				M	D	
MN588307.1		none				M	D	
MW284776.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5409:5427:-
MW284778.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5409:5427:-
MW284784.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5409:5427:-
MW009068.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5450:5468:-
MW009072.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5450:5468:-
KY865306.1		none				M	D	
KY865307.1		none				M	D	
KY947546.1		none				M	D	
KY947547.1		none				M	D	
KY947548.1		none				M	D	
KY947549.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
KY947550.1		none				M	D	
PX631122.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
OR793082.1		none				M	D	
