accession,not_gii,duplicated,ambiguous,missing_required_region
JQ082428.1,True,False,False,False
JQ082429.1,True,False,False,False
JQ082430.1,True,False,False,False
JQ082431.1,True,False,False,False
JQ082432.1,True,False,False,False
JQ082433.1,True,False,False,False
JQ082434.1,True,False,False,False
JQ082435.1,True,False,False,False
JQ082436.1,True,False,False,False
JQ082437.1,True,False,False,False
JQ082438.1,True,False,False,False
JQ082439.1,True,False,False,False
JQ182643.1,True,False,False,False
JQ182644.1,True,False,False,False
JQ182645.1,True,False,False,False
JQ182646.1,True,False,False,False
JQ182647.1,True,False,False,False
JQ182648.1,True,False,False,False
JQ182649.1,True,False,False,False
JQ182650.1,True,False,False,False
JQ182651.1,True,False,False,False
JQ182652.1,True,False,False,False
JQ182653.1,True,False,False,False
JQ182654.1,True,False,False,False
JQ182655.1,True,False,False,False
JQ182656.1,True,False,False,False
JQ182657.1,True,False,False,False
JQ182658.1,True,False,False,False
JQ182659.1,True,False,False,False
JQ182660.1,True,False,False,False
JQ182661.1,True,False,False,False
JQ182662.1,True,False,False,False
JQ182663.1,True,False,False,False
JQ182664.1,True,False,False,False
JQ182665.1,True,False,False,False
JQ182666.1,True,False,False,False
JQ182667.1,True,False,False,False
JQ182668.1,True,False,False,False
JQ182669.1,True,False,False,False
JQ182670.1,True,False,False,False
JQ182671.1,True,False,False,False
JQ182672.1,True,False,False,False
JQ182673.1,True,False,False,False
JQ182674.1,True,False,False,False
JQ182675.1,True,False,False,False
JQ182676.1,True,False,False,False
JQ182677.1,True,False,False,False
JQ182678.1,True,False,False,False
JQ182679.1,True,False,False,False
JQ182680.1,True,False,False,False
JQ182681.1,True,False,False,False
JQ182682.1,True,False,False,False
JQ182683.1,True,False,False,False
JQ182684.1,True,False,False,False
JQ182685.1,True,False,False,False
JQ182686.1,True,False,False,False
JQ182687.1,True,False,False,False
JQ182688.1,True,False,False,False
JQ182689.1,True,False,False,False
JQ182690.1,True,False,False,False
JQ182691.1,True,False,False,False
JQ182692.1,True,False,False,False
JQ182693.1,True,False,False,False
JQ182694.1,True,False,False,False
JQ182695.1,True,False,False,False
JQ182696.1,True,False,False,False
JQ182697.1,True,False,False,False
JQ182698.1,True,False,False,False
JQ182699.1,True,False,False,False
JQ182700.1,True,False,False,False
JQ182701.1,True,False,False,False
JQ182702.1,True,False,False,False
JQ182703.1,True,False,False,False
JQ182704.1,True,False,False,False
JQ182705.1,True,False,False,False
JQ231301.1,True,False,False,True
JQ231302.1,True,False,False,True
JQ231303.1,True,False,False,True
JQ231304.1,True,False,False,True
JQ280400.1,True,False,False,True
JQ280401.1,True,False,False,True
JQ280402.1,True,False,False,True
JQ280403.1,True,False,False,True
JQ280404.1,True,False,False,True
JQ280405.1,True,False,False,True
JQ280406.1,True,False,False,True
JQ280407.1,True,False,False,True
JQ320072.1,True,False,False,False
JQ320073.1,True,False,False,False
JQ359761.1,True,False,False,True
JQ359762.1,True,False,False,True
JQ417292.1,True,False,False,True
JQ417293.1,True,False,False,True
JQ417294.1,True,False,False,True
JQ417295.1,True,False,False,True
JQ417296.1,True,False,False,True
JQ417297.1,True,False,False,True
JQ417298.1,True,False,False,True
JQ417299.1,True,False,False,True
JQ417300.1,True,False,False,True
JQ417301.1,True,False,False,True
JQ417302.1,True,False,False,True
JQ417303.1,True,False,False,True
JQ417304.1,True,False,False,True
JQ417305.1,True,False,False,True
JQ417306.1,True,False,False,True
JQ417307.1,True,False,False,True
JQ417308.1,True,False,False,True
JQ417309.1,True,False,False,True
JQ417310.1,True,False,False,True
JQ417311.1,True,False,False,True
JQ417312.1,True,False,False,True
JQ417313.1,True,False,False,True
JQ417314.1,True,False,False,True
JQ417315.1,True,False,False,True
JQ417316.1,True,False,False,True
JQ417317.1,True,False,False,True
JQ417318.1,True,False,False,True
JQ417319.1,True,False,False,True
JQ417320.1,True,False,False,True
JQ417321.1,True,False,False,True
JQ417322.1,True,False,False,True
JQ417323.1,True,False,False,True
JQ417324.1,True,False,False,True
JQ417325.1,True,False,False,True
JQ417326.1,True,False,False,True
JQ417327.1,True,False,False,True
JQ417328.1,True,False,False,True
JQ417329.1,True,False,False,True
JQ417330.1,True,False,False,True
JQ417331.1,True,False,False,True
JQ417332.1,True,False,False,True
JQ417333.1,True,False,False,True
JQ417334.1,True,False,False,True
JQ417335.1,True,False,False,True
JQ417336.1,True,False,False,True
JQ417337.1,True,False,False,True
JQ417338.1,True,False,False,True
JQ417339.1,True,False,False,True
JQ417340.1,True,False,False,True
JQ417341.1,True,False,False,True
JQ417342.1,True,False,False,True
JQ417343.1,True,False,False,True
JQ417344.1,True,False,False,True
JQ417345.1,True,False,False,True
JQ417346.1,True,False,False,True
JQ417347.1,True,False,False,True
JQ417348.1,True,False,False,True
JQ417349.1,True,False,False,True
JQ417350.1,True,False,False,True
JQ417351.1,True,False,False,True
JQ417352.1,True,False,False,True
JQ417353.1,True,False,False,True
JQ478407.1,True,False,False,False
JQ478408.1,True,False,False,False
JQ478409.1,True,False,False,False
JQ585605.2,True,False,True,False
JQ585606.2,False,False,True,False
JQ585607.2,True,False,True,False
JQ585608.2,True,False,True,False
JQ585609.2,True,False,True,False
JQ585610.2,True,False,True,False
JQ613507.1,True,False,False,False
JQ613508.1,True,False,False,False
JQ613509.1,True,False,False,False
JQ613510.1,True,False,False,False
JQ613511.1,True,False,False,False
JQ613512.1,True,False,False,False
JQ613513.1,True,False,False,False
JQ613514.1,True,False,False,False
JQ613515.1,True,False,False,False
JQ613516.1,True,False,False,False
JQ613517.1,True,False,False,False
JQ613518.1,True,False,False,False
JQ613519.1,True,False,False,False
JQ613520.1,True,False,False,False
JQ613521.1,True,False,False,False
JQ613522.1,True,False,False,False
JQ613523.1,True,False,False,False
JQ613524.1,True,False,False,False
JQ613525.1,True,False,False,False
JQ613526.1,True,False,False,False
JQ613527.1,True,False,False,False
JQ613528.1,True,False,False,False
JQ613529.1,True,False,False,False
JQ613530.1,True,False,False,False
JQ613531.1,True,False,False,False
JQ613532.1,True,False,False,False
JQ613533.1,True,False,False,False
JQ613534.1,True,False,False,False
JQ613535.1,True,False,False,False
JQ613536.1,True,False,False,False
JQ613537.1,True,False,False,False
JQ613538.1,True,False,False,False
JQ613539.1,True,False,False,False
JQ613540.1,True,False,False,False
JQ613541.1,True,False,False,False
JQ613542.1,True,False,False,False
JQ613543.1,True,False,False,False
JQ613544.1,True,False,False,False
JQ613545.1,True,False,False,False
JQ613546.1,True,False,False,False
JQ613547.1,True,False,False,False
JQ613548.1,True,False,False,False
JQ613549.1,True,False,False,False
JQ613550.1,True,False,False,False
JQ613551.1,True,False,False,False
JQ613553.1,True,False,False,False
JQ613554.1,True,False,False,False
JQ613555.1,True,False,False,False
JQ613556.1,True,False,False,False
JQ613557.1,True,False,False,False
JQ613558.1,True,False,False,False
JQ613559.1,True,False,False,False
JQ613560.1,True,False,False,False
JQ613561.1,True,False,False,False
JQ613562.1,True,False,False,False
JQ613563.1,True,False,False,False
JQ613564.1,True,False,False,False
JQ613565.1,True,False,False,False
JQ613566.1,True,False,False,False
JQ613571.1,True,False,False,False
JQ618020.1,True,False,False,False
JQ653095.1,True,False,False,False
JQ653096.1,True,False,False,True
JQ653097.1,True,False,False,True
JQ653098.1,True,False,False,True
JQ653099.1,True,False,False,True
JQ653100.1,True,False,False,True
JQ653101.1,True,False,False,True
JQ653102.1,True,False,False,True
JQ653103.1,True,False,False,True
JQ653104.1,True,False,False,True
JQ653105.1,True,False,False,True
JQ653106.1,True,False,False,True
JQ653107.1,True,False,False,True
JQ653108.1,True,False,False,True
JQ653109.1,True,False,False,True
JQ683744.1,True,False,False,False
JQ683745.1,True,False,False,False
JQ683746.1,True,False,False,False
JQ683747.1,True,False,False,False
JQ683748.1,True,False,False,False
JQ683749.1,True,False,False,False
JQ683750.1,True,False,False,False
JQ683751.1,True,False,False,False
JQ683752.1,True,False,False,False
JQ683753.1,True,False,False,False
JQ683754.1,True,False,False,False
JQ683755.1,True,False,False,False
JQ683756.1,True,False,False,False
JQ683757.1,True,False,False,False
JQ683758.1,True,False,False,False
JQ683759.1,True,False,False,False
JQ683760.1,True,False,False,False
JQ683761.1,True,False,False,False
JQ683762.1,True,False,False,False
JQ683763.1,True,False,False,False
JQ683764.1,True,False,False,False
JQ683765.1,True,False,False,False
JQ692877.1,True,False,False,False
JQ692878.1,True,False,False,False
JQ692879.1,True,False,False,False
JQ692880.1,True,False,False,False
JQ692881.1,True,False,False,False
JQ692882.1,True,False,False,False
JQ692883.1,True,False,False,False
JQ692884.1,True,False,False,False
JQ692885.1,True,False,False,False
JQ692886.1,True,False,False,False
JQ692887.1,True,False,False,False
JQ692888.1,True,False,False,False
JQ692889.1,True,False,False,False
JQ692890.1,True,False,False,False
JQ692891.1,True,False,False,False
JQ692892.1,True,False,False,False
JQ692893.1,True,False,False,False
JQ692894.1,True,False,False,False
JQ692895.1,True,False,False,False
JQ692896.1,True,False,False,False
JQ692897.1,True,False,False,False
JQ692898.1,True,False,False,False
JQ692899.1,True,False,False,False
JQ692900.1,True,False,False,False
JQ692901.1,True,False,False,False
JQ692902.1,True,False,False,False
JQ692903.1,True,False,False,False
JQ692904.1,True,False,False,False
JQ692905.1,True,False,False,False
JQ692906.1,True,False,False,False
JQ692907.1,True,False,False,False
JQ692908.1,True,False,False,False
JQ692909.1,True,False,False,False
JQ692910.1,True,False,False,False
JQ692911.1,True,False,False,False
JQ692912.1,True,False,False,False
JQ692913.1,True,False,False,False
JQ692914.1,True,False,False,False
JQ692915.1,True,False,False,False
JQ692916.1,True,False,False,False
JQ692917.1,True,False,False,False
JQ692918.1,True,False,False,False
JQ692919.1,True,False,False,False
JQ692920.1,True,False,False,False
JQ692921.1,True,False,False,False
JQ692922.1,True,False,False,False
JQ692923.1,True,False,False,False
JQ692924.1,True,False,False,False
JQ692925.1,True,False,False,False
JQ692926.1,True,False,False,False
JQ692927.1,True,False,False,False
JQ692928.1,True,False,False,False
JQ692929.1,True,False,False,False
JQ692930.1,True,False,False,False
JQ692931.1,True,False,False,False
JQ692932.1,True,False,False,False
JQ692933.1,True,False,False,False
JQ692934.1,True,False,False,False
JQ692935.1,True,False,False,False
JQ692936.1,True,False,False,False
JQ692937.1,True,False,False,False
JQ739420.1,True,False,False,True
JQ739421.1,True,False,False,True
JQ739422.1,True,False,False,True
JQ739423.1,True,False,False,True
JQ739424.1,True,False,False,True
JQ739425.1,True,False,False,True
JQ739426.1,True,False,False,True
JQ739427.1,True,False,False,True
JQ739428.1,True,False,False,True
JQ739429.1,True,False,False,True
JQ739430.1,True,False,False,True
JQ739431.1,True,False,False,True
JQ739432.1,True,False,False,True
JQ739433.1,True,False,False,True
JQ739434.1,True,False,False,True
JQ739435.1,True,False,False,True
JQ739436.1,True,False,False,True
JQ739437.1,True,False,False,True
JQ739438.1,True,False,False,True
JQ739439.1,True,False,False,True
JQ739440.1,True,False,False,True
JQ739441.1,True,False,False,True
JQ739442.1,True,False,False,True
JQ739443.1,True,False,False,True
JQ739444.1,True,False,False,True
JQ739445.1,True,False,False,True
JQ739446.1,True,False,False,True
JQ739447.1,True,False,False,True
JQ739448.1,True,False,False,True
JQ739449.1,True,False,False,True
JQ739450.1,True,False,False,True
JQ739451.1,True,False,False,True
JQ743330.1,True,False,False,True
JQ743331.1,True,False,False,True
JQ743332.1,True,False,False,True
JQ743333.1,True,False,False,True
JQ750975.1,True,False,False,True
JQ750976.1,True,False,False,True
JQ750977.1,True,False,False,True
JQ750978.1,True,False,False,True
JQ750979.1,True,False,False,True
JQ750980.1,True,False,False,True
JQ750981.1,True,False,False,True
JQ750982.1,True,False,False,True
JQ750983.1,True,False,False,True
JQ750984.1,True,False,False,True
JQ750985.1,True,False,False,True
JQ750986.1,True,False,False,True
JQ750987.1,True,False,False,True
JQ750988.1,True,False,False,True
JQ750989.1,True,False,False,True
JQ750990.1,True,False,False,True
JQ750991.1,True,False,False,True
JQ750992.1,True,False,False,True
JQ750993.1,True,False,False,True
JQ750994.1,True,False,False,True
JQ750995.1,True,False,False,True
JQ750996.1,True,False,False,True
JQ750997.1,True,False,False,False
JQ750998.1,True,False,False,False
JQ750999.1,True,False,False,False
JQ751000.1,True,False,False,False
JQ751001.1,True,False,False,False
JQ751002.1,True,False,False,False
JQ751003.1,True,False,False,False
JQ751004.1,True,False,False,False
JQ751005.1,True,False,False,False
JQ751006.1,True,False,False,False
JQ751007.1,True,False,False,False
JQ751008.1,True,False,False,False
JQ751009.1,True,False,False,False
JQ751010.1,True,False,False,False
JQ751011.1,True,False,False,False
JQ751012.1,True,False,False,False
JQ751013.1,True,False,False,False
JQ751014.1,True,False,False,False
JQ751015.1,True,False,False,False
JQ751016.1,True,False,False,False
JQ751017.1,True,False,False,False
JQ751018.1,True,False,False,False
JQ751019.1,True,False,False,False
JQ751020.1,True,False,False,False
JQ751021.1,True,False,False,False
JQ751022.1,True,False,False,False
JQ751023.1,True,False,False,False
JQ751024.1,True,False,False,False
JQ751025.1,True,False,False,False
JQ751026.1,True,False,False,False
JQ751027.1,True,False,False,False
JQ751028.1,True,False,False,False
JQ751029.1,True,False,False,False
JQ751030.1,True,False,False,False
JQ751031.1,True,False,False,False
JQ751032.1,True,False,False,False
JQ751033.1,True,False,False,False
JQ751034.1,True,False,False,False
JQ751035.1,True,False,False,False
JQ751036.1,True,False,False,False
JQ751037.1,True,False,False,False
JQ751038.1,True,False,False,False
JQ751039.1,True,False,False,False
JQ751040.1,True,False,False,False
JQ751041.1,True,False,False,False
JQ751042.1,True,False,False,False
JQ751043.1,True,False,False,False
JQ751044.1,True,False,False,False
JQ751045.1,True,False,False,False
JQ751046.1,True,False,False,False
JQ751047.1,True,False,False,False
JQ751048.1,True,False,False,False
JQ751049.1,True,False,False,False
JQ751050.1,True,False,False,False
JQ751051.1,True,False,False,False
JQ751052.1,True,False,False,False
JQ751053.1,True,False,False,False
JQ751054.1,True,False,False,False
JQ751055.1,True,False,False,False
JQ796695.1,True,False,False,True
JQ861246.1,True,False,True,True
JQ861247.1,True,False,True,True
JQ861248.1,True,False,True,True
JQ861249.1,True,False,True,True
JQ861250.1,True,False,True,True
JQ861907.1,True,False,False,False
JQ861908.1,True,False,False,False
JQ861909.1,True,False,False,False
JQ861910.1,True,False,False,False
JQ861911.1,True,False,False,False
JQ861912.1,True,False,False,False
JQ861913.1,True,False,False,False
JQ861914.1,True,False,False,False
JQ861915.1,True,False,False,False
JQ861916.1,True,False,False,False
JQ861917.1,True,False,False,False
JQ861918.1,True,False,False,False
JQ861919.1,True,False,False,False
JQ861920.1,True,False,False,False
JQ861921.1,True,False,False,False
JQ861922.1,True,False,False,False
JQ861923.1,True,False,False,False
JQ861924.1,True,False,False,False
JQ861925.1,True,False,False,False
JQ861926.1,True,False,False,False
JQ861927.1,True,False,False,False
JQ861928.1,True,False,False,False
JQ861929.1,True,False,False,False
JQ861930.1,True,False,False,False
JQ861931.1,True,False,False,False
JQ861932.1,True,False,False,False
JQ889812.1,True,False,False,False
JQ889813.1,True,False,False,True
JQ889814.1,True,False,False,False
JQ889815.1,True,False,False,False
JQ889816.1,True,False,False,False
JQ889817.1,True,False,False,False
JQ899442.1,True,False,False,False
JQ934807.1,True,False,False,True
JQ934808.1,True,False,False,True
JQ934809.1,True,False,False,True
JQ934810.1,True,False,False,True
JQ934811.1,True,False,False,True
JQ934812.1,True,False,False,True
JQ934813.1,True,False,False,True
JQ934814.1,True,False,False,True
JQ934815.1,True,False,False,True
JQ934816.1,True,False,False,True
JQ934817.1,True,False,False,True
JQ934818.1,True,False,False,True
JQ934819.1,True,False,False,True
JQ934820.1,True,False,False,True
JQ943953.1,True,False,False,True
JQ943954.1,True,False,False,True
JQ943955.1,True,False,False,True
JQ943956.1,True,False,False,True
JQ943957.1,True,False,False,True
JQ943958.1,True,False,False,True
JQ943959.1,True,False,False,True
JQ943960.1,True,False,False,True
JQ943961.1,True,False,False,True
JQ943962.1,True,False,False,True
JQ943963.1,True,False,False,True
JQ943964.1,True,False,False,True
JQ943965.1,True,False,False,True
JQ943966.1,True,False,False,True
JQ943967.1,True,False,False,True
JQ943968.1,True,False,False,True
JQ943969.1,True,False,False,True
JQ943970.1,True,False,False,True
JQ943971.1,True,False,False,True
JQ943972.1,True,False,False,True
JQ943973.1,True,False,False,True
JQ943974.1,True,False,False,True
JQ943975.1,True,False,False,True
JQ943976.1,True,False,False,True
JQ943977.1,True,False,False,True
JQ943978.1,True,False,False,True
JQ943979.1,True,False,False,True
JQ943980.1,True,False,False,True
JQ943981.1,True,False,False,True
JQ943982.1,True,False,False,True
JQ943983.1,True,False,False,True
JQ943984.1,True,False,False,True
JQ943985.1,True,False,False,True
JQ943986.1,True,False,False,True
JQ943987.1,True,False,False,True
JQ943988.1,True,False,False,True
JQ943989.1,True,False,False,True
JQ943990.1,True,False,False,True
JQ943991.1,True,False,False,True
JQ943992.1,True,False,False,True
JQ943993.1,True,False,False,True
JQ943994.1,True,False,False,True
JQ943995.1,True,False,False,True
JQ943996.1,True,False,False,True
JQ943997.1,True,False,False,True
JQ943998.1,True,False,False,True
JQ943999.1,True,False,False,True
JQ944000.1,True,False,False,True
JQ944001.1,True,False,False,True
JQ944002.1,True,False,False,True
JQ944003.1,True,False,False,True
JQ944004.1,True,False,False,True
JQ944005.1,True,False,False,True
JQ944006.1,True,False,False,True
JQ944007.1,True,False,False,True
JQ944008.1,True,False,False,True
JQ944009.1,True,False,False,True
JQ944010.1,True,False,False,True
JQ944011.1,True,False,False,True
JQ944012.1,True,False,False,True
JQ944013.1,True,False,False,True
JQ944014.1,True,False,False,True
JQ944015.1,True,False,False,True
JQ944016.1,True,False,False,True
JQ944017.1,True,False,False,True
JQ944018.1,True,False,False,True
JQ944019.1,True,False,False,True
JQ944020.1,True,False,False,True
JQ944021.1,True,False,False,True
JQ944022.1,True,False,False,True
JQ944023.1,True,False,False,True
JQ944024.1,True,False,False,True
JQ944025.1,True,False,False,True
JQ944026.1,True,False,False,True
JQ944027.1,True,False,False,True
JQ944028.1,True,False,False,True
JQ944029.1,True,False,False,True
JQ944030.1,True,False,False,True
JQ944031.1,True,False,False,True
JQ944032.1,True,False,False,True
JQ944033.1,True,False,False,True
JQ944034.1,True,False,False,True
JQ944035.1,True,False,False,True
JQ944036.1,True,False,False,True
JQ944037.1,True,False,False,True
JQ944038.1,True,False,False,True
JQ944039.1,True,False,False,True
JQ944040.1,True,False,False,True
JQ944041.1,True,False,False,True
JQ944042.1,True,False,False,True
JQ944043.1,True,False,False,True
JQ944044.1,True,False,False,True
JQ944045.1,True,False,False,True
JQ944046.1,True,False,False,True
JQ944047.1,True,False,False,True
JQ944048.1,True,False,False,True
JQ944049.1,True,False,False,True
JQ944050.1,True,False,False,True
JQ944051.1,True,False,False,True
JQ944052.1,True,False,False,True
JQ944053.1,True,False,False,True
JQ944054.1,True,False,False,True
JQ944055.1,True,False,False,True
JQ944056.1,True,False,False,True
JQ944057.1,True,False,False,True
JQ944058.1,True,False,False,True
JQ944059.1,True,False,False,True
JQ944060.1,True,False,False,True
JQ944061.1,True,False,False,True
JQ944062.1,True,False,False,True
JQ944063.1,True,False,False,True
JQ944064.1,True,False,False,True
JQ944065.1,True,False,False,True
JQ944066.1,True,False,False,True
JQ944067.1,True,False,False,True
JQ944068.1,True,False,False,True
JQ944069.1,True,False,False,True
JQ944070.1,True,False,False,True
JQ944071.1,True,False,False,True
JQ944072.1,True,False,False,True
JQ944073.1,True,False,False,True
JQ944074.1,True,False,False,True
JQ944075.1,True,False,False,True
JQ944076.1,True,False,False,True
JQ944077.1,True,False,False,True
JQ944078.1,True,False,False,True
JQ944079.1,True,False,False,True
JQ944080.1,True,False,False,True
JQ944081.1,True,False,False,True
JQ944082.1,True,False,False,True
JQ944083.1,True,False,False,True
JQ944084.1,True,False,False,True
JQ944085.1,True,False,False,True
JQ944086.1,True,False,False,True
JQ944087.1,True,False,False,True
JQ944088.1,True,False,False,True
JQ944089.1,True,False,False,True
JQ944090.1,True,False,False,True
JQ944091.1,True,False,False,True
JQ944092.1,True,False,False,True
JQ944093.1,True,False,False,True
JQ944094.1,True,False,False,True
JQ944095.1,True,False,False,True
JQ944096.1,True,False,False,True
JQ944097.1,True,False,False,True
JQ944098.1,True,False,False,True
JQ944099.1,True,False,False,True
JQ944100.1,True,False,False,True
JQ944101.1,True,False,False,True
JQ944102.1,True,False,False,True
JQ944103.1,True,False,False,True
JQ944104.1,True,False,False,True
JQ944105.1,True,False,False,True
JQ944106.1,True,False,False,True
JQ944107.1,True,False,False,True
JQ944108.1,True,False,False,True
JQ944109.1,True,False,False,True
JQ944110.1,True,False,False,True
JQ944111.1,True,False,False,True
JQ944112.1,True,False,False,True
JQ944113.1,True,False,False,True
JQ944114.1,True,False,False,True
JQ944115.1,True,False,False,True
JQ944116.1,True,False,False,True
JQ944117.1,True,False,False,True
JQ944118.1,True,False,False,True
JQ944119.1,True,False,False,True
JQ944120.1,True,False,False,True
JQ944121.1,True,False,False,True
JQ944122.1,True,False,False,True
JQ944123.1,True,False,False,True
JQ944124.1,True,False,False,True
JQ944125.1,True,False,False,True
JQ944126.1,True,False,False,True
JQ944127.1,True,False,False,True
JQ944128.1,True,False,False,True
JQ944129.1,True,False,False,True
JQ944130.1,True,False,False,True
JQ944131.1,True,False,False,True
JQ944132.1,True,False,False,True
JQ944133.1,True,False,False,True
JQ944134.1,True,False,False,True
JQ944135.1,True,False,False,True
JQ944136.1,True,False,False,True
JQ944137.1,True,False,False,True
JQ944138.1,True,False,False,True
JQ944139.1,True,False,False,True
JQ944140.1,True,False,False,True
JQ944141.1,True,False,False,True
JQ944142.1,True,False,False,True
JQ944143.1,True,False,False,True
JQ944144.1,True,False,False,True
JQ944145.1,True,False,False,True
JQ944146.1,True,False,False,True
JQ944147.1,True,False,False,True
JQ944148.1,True,False,False,True
JQ944149.1,True,False,False,True
JQ944150.1,True,False,False,True
JQ944151.1,True,False,False,True
JQ944152.1,True,False,False,True
JQ944153.1,True,False,False,True
JQ944154.1,True,False,False,True
JQ944155.1,True,False,False,True
JQ944156.1,True,False,False,True
JQ944157.1,True,False,False,True
JQ944158.1,True,False,False,True
JQ944159.1,True,False,False,True
JQ944160.1,True,False,False,True
JQ944161.1,True,False,False,True
JQ944162.1,True,False,False,True
JQ944163.1,True,False,False,True
JQ944164.1,True,False,False,True
JQ944165.1,True,False,False,True
JQ944166.1,True,False,False,True
JQ944167.1,True,False,False,True
JQ944168.1,True,False,False,True
JQ944169.1,True,False,False,True
JQ944170.1,True,False,False,True
JQ944171.1,True,False,False,True
JQ944172.1,True,False,False,True
JQ944173.1,True,False,False,True
JQ944174.1,True,False,False,True
JQ944175.1,True,False,False,True
JQ944176.1,True,False,False,True
JQ944177.1,True,False,False,True
JQ944178.1,True,False,False,True
JQ944179.1,True,False,False,True
JQ944180.1,True,False,False,True
JQ944181.1,True,False,False,True
JQ944182.1,True,False,False,True
JQ944183.1,True,False,False,True
JQ944184.1,True,False,False,True
JQ944185.1,True,False,False,True
JQ944186.1,True,False,False,True
JQ944187.1,True,False,False,True
JQ944188.1,True,False,False,True
JQ944189.1,True,False,False,True
JQ944190.1,True,False,False,True
JQ944191.1,True,False,False,True
JQ944192.1,True,False,False,True
JQ944193.1,True,False,False,True
JQ944194.1,True,False,False,True
JQ944195.1,True,False,False,True
JQ944196.1,True,False,False,True
JQ944197.1,True,False,False,True
JQ944198.1,True,False,False,True
JQ944199.1,True,False,False,True
JQ944200.1,True,False,False,True
JQ944201.1,True,False,False,True
JQ944202.1,True,False,False,True
JQ944203.1,True,False,False,True
JQ944204.1,True,False,False,True
JQ944205.1,True,False,False,True
JQ944206.1,True,False,False,True
JQ944207.1,True,False,False,True
JQ944208.1,True,False,False,True
JQ944209.1,True,False,False,True
JQ944210.1,True,False,False,True
JQ944211.1,True,False,False,True
JQ944212.1,True,False,False,True
JQ944213.1,True,False,False,True
JQ944214.1,True,False,False,True
JQ944215.1,True,False,False,True
JQ944216.1,True,False,False,True
JQ944217.1,True,False,False,True
JQ944218.1,True,False,False,True
JQ944219.1,True,False,False,True
JQ944220.1,True,False,False,True
JQ944221.1,True,False,False,True
JQ944222.1,True,False,False,True
JQ944223.1,True,False,False,True
JQ944224.1,True,False,False,True
JQ944225.1,True,False,False,True
JQ944226.1,True,False,False,True
JQ944227.1,True,False,False,True
JQ944228.1,True,False,False,True
JQ944229.1,True,False,False,True
JQ944230.1,True,False,False,True
JQ944231.1,True,False,False,True
JQ944232.1,True,False,False,True
JQ944233.1,True,False,False,True
JQ944234.1,True,False,False,True
JQ944235.1,True,False,False,True
JQ944236.1,True,False,False,True
JQ944237.1,True,False,False,True
JQ944238.1,True,False,False,True
JQ944239.1,True,False,False,True
JQ944240.1,True,False,False,True
JQ944241.1,True,False,False,True
JQ944242.1,True,False,False,True
JQ944243.1,True,False,False,True
JQ944244.1,True,False,False,True
JQ944245.1,True,False,False,True
JQ944246.1,True,False,False,True
JQ944247.1,True,False,False,True
JQ944248.1,True,False,False,True
JQ944249.1,True,False,False,True
JQ944250.1,True,False,False,True
JQ944251.1,True,False,False,True
JQ944252.1,True,False,False,True
JQ944253.1,True,False,False,True
JQ944254.1,True,False,False,True
JQ944255.1,True,False,False,True
JQ944256.1,True,False,False,True
JQ944257.1,True,False,False,True
JQ944258.1,True,False,False,True
JQ944259.1,True,False,False,True
JQ944260.1,True,False,False,True
JQ944261.1,True,False,False,True
JQ944262.1,True,False,False,True
JQ944263.1,True,False,False,True
JQ944264.1,True,False,False,True
JQ944265.1,True,False,False,True
JQ944266.1,True,False,False,True
JQ944267.1,True,False,False,True
JQ944268.1,True,False,False,True
JQ944269.1,True,False,False,True
JQ944270.1,True,False,False,True
JQ944271.1,True,False,False,True
JQ944272.1,True,False,False,True
JQ944273.1,True,False,False,True
JQ944274.1,True,False,False,True
JQ944275.1,True,False,False,True
JQ944276.1,True,False,False,True
JQ944277.1,True,False,False,True
JQ944278.1,True,False,False,True
JQ944279.1,True,False,False,True
JQ944280.1,True,False,False,True
JQ944281.1,True,False,False,True
JQ944282.1,True,False,False,True
JQ944283.1,True,False,False,True
JQ944284.1,True,False,False,True
JQ944285.1,True,False,False,True
JQ944286.1,True,False,False,True
JQ944287.1,True,False,False,True
JQ944288.1,True,False,False,True
JQ944289.1,True,False,False,True
JQ944290.1,True,False,False,True
JQ944291.1,True,False,False,True
JQ944292.1,True,False,False,True
JQ944293.1,True,False,False,True
JQ944294.1,True,False,False,True
JQ944295.1,True,False,False,True
JQ944296.1,True,False,False,True
JQ944297.1,True,False,False,True
JQ944298.1,True,False,False,True
JQ944299.1,True,False,False,True
JQ944300.1,True,False,False,True
JQ944301.1,True,False,False,True
JQ944302.1,True,False,False,True
JQ944303.1,True,False,False,True
JQ944304.1,True,False,False,True
JQ944305.1,True,False,False,True
JQ944306.1,True,False,False,True
JQ944307.1,True,False,False,True
JQ944308.1,True,False,False,True
JQ944309.1,True,False,False,True
JQ944310.1,True,False,False,True
JQ944311.1,True,False,False,True
JQ944312.1,True,False,False,True
JQ944313.1,True,False,False,True
JQ944314.1,True,False,False,True
JQ944315.1,True,False,False,True
JQ944316.1,True,False,False,True
JQ944317.1,True,False,False,True
JQ944318.1,True,False,False,True
JQ944319.1,True,False,False,True
JQ944320.1,True,False,False,True
JQ944321.1,True,False,False,True
JQ944322.1,True,False,False,True
JQ944323.1,True,False,False,True
JQ944324.1,True,False,False,True
JQ944325.1,True,False,False,True
JQ944326.1,True,False,False,True
JQ944327.1,True,False,False,True
JQ944328.1,True,False,False,True
JQ944329.1,True,False,False,True
JQ944330.1,True,False,False,True
JQ944331.1,True,False,False,True
JQ944332.1,True,False,False,True
JQ944333.1,True,False,False,True
JQ944334.1,True,False,False,True
