accession,BLAST_score,begin,end,length,p_type,p_subtype,rdrp_start,rdrp_end,rdrp_source,genotype,genotype_subtype,vp1_start,vp1_end,has_overlap,overlap
LC209441.1,76.2108,13,7536,7517,GII.P16,None,3500.0,5085.0,polyprotein_fallback,GII.2,None,5066.0,6694.0,True,20
LC209444.1,76.187355,10,7536,7520,GII.P16,None,3500.0,5088.0,polyprotein_fallback,GII.2,None,5069.0,6697.0,True,20
LC209446.1,76.37551,16,7536,7517,GII.P16,None,3500.0,5085.0,polyprotein_fallback,GII.2,None,5066.0,6694.0,True,20
LC209447.1,76.43987,12,7532,7517,GII.P16,None,3500.0,5089.0,polyprotein_fallback,GII.2,None,5070.0,6698.0,True,20
LC209448.1,76.42064,17,7532,7512,GII.P16,None,3500.0,5084.0,polyprotein_fallback,GII.2,None,5065.0,6693.0,True,20
LC209450.1,76.288155,10,7632,7616,GII.P16,None,3500.0,5088.0,polyprotein_fallback,GII.2,None,5069.0,6697.0,True,20
LC209451.1,76.41586,14,7565,7548,GII.P16,None,3500.0,5087.0,polyprotein_fallback,GII.2,None,5068.0,6696.0,True,20
LC209452.1,76.40724,12,7536,7521,GII.P16,None,3500.0,5089.0,polyprotein_fallback,GII.2,None,5070.0,6698.0,True,20
LC209453.1,76.46483,14,7532,7515,GII.P16,None,3500.0,5087.0,polyprotein_fallback,GII.2,None,5068.0,6696.0,True,20
LC209454.1,76.40026,10,7536,7520,GII.P16,None,3500.0,5088.0,polyprotein_fallback,GII.2,None,5069.0,6697.0,True,20
LC209455.1,76.20611,10,7552,7536,GII.P16,None,3500.0,5088.0,polyprotein_fallback,GII.2,None,5069.0,6697.0,True,20
LC209456.1,76.2851,15,7552,7531,GII.P16,None,3500.0,5083.0,polyprotein_fallback,GII.2,None,5064.0,6692.0,True,20
LC209457.1,78.036385,15,7574,7559,GII.P2,None,3500.0,5089.0,polyprotein_fallback,GII.2,None,5070.0,6698.0,True,20
LC209458.1,76.288155,10,7527,7511,GII.P16,None,3500.0,5088.0,polyprotein_fallback,GII.2,None,5069.0,6697.0,True,20
LC209459.1,76.4351,9,7536,7524,GII.P16,None,3500.0,5092.0,polyprotein_fallback,GII.2,None,5073.0,6701.0,True,20
LC209460.1,76.450455,5,7536,7528,GII.P16,None,3500.0,5096.0,polyprotein_fallback,GII.2,None,5077.0,6705.0,True,20
LC209461.1,76.26924,10,7536,7520,GII.P16,None,3500.0,5088.0,polyprotein_fallback,GII.2,None,5069.0,6697.0,True,20
LC209462.1,78.275856,14,7534,7520,GII.P2,None,3500.0,5090.0,polyprotein_fallback,GII.2,None,5071.0,6699.0,True,20
LC209464.1,78.10506,5,7536,7531,GII.P2,None,3500.0,5099.0,polyprotein_fallback,GII.2,None,5080.0,6708.0,True,20
LC209465.1,77.93612,11,7536,7525,GII.P2,None,3500.0,5093.0,polyprotein_fallback,GII.2,None,5074.0,6702.0,True,20
LC209466.1,76.288155,10,7536,7520,GII.P16,None,3500.0,5088.0,polyprotein_fallback,GII.2,None,5069.0,6697.0,True,20
LC209468.1,76.645966,1308,7536,6222,GII.P16,None,,,,GII.2,None,3771.0,5399.0,False,0
LC209469.1,77.899734,11,7533,7522,GII.P2,None,3500.0,5093.0,polyprotein_fallback,GII.2,None,5074.0,6702.0,True,20
LC209470.1,76.3365,6,7527,7515,GII.P16,None,3500.0,5092.0,polyprotein_fallback,GII.2,None,5073.0,6701.0,True,20
LC209471.1,76.46483,14,7531,7514,GII.P16,None,3500.0,5087.0,polyprotein_fallback,GII.2,None,5068.0,6696.0,True,20
LC209472.1,77.99804,12,7536,7524,GII.P2,None,3500.0,5092.0,polyprotein_fallback,GII.2,None,5073.0,6701.0,True,20
LC209473.1,77.90888,14,7536,7522,GII.P2,None,3500.0,5090.0,polyprotein_fallback,GII.2,None,5071.0,6699.0,True,20
LC209474.1,77.95444,15,7536,7521,GII.P2,None,3500.0,5089.0,polyprotein_fallback,GII.2,None,5070.0,6698.0,True,20
LC209475.1,76.29982,15,7537,7516,GII.P16,None,3500.0,5083.0,polyprotein_fallback,GII.2,None,5064.0,6692.0,True,20
LC209476.1,76.172516,14,7552,7532,GII.P16,None,3500.0,5084.0,polyprotein_fallback,GII.2,None,5065.0,6693.0,True,20
LC209477.1,76.28342,15,7536,7515,GII.P16,None,3500.0,5083.0,polyprotein_fallback,GII.2,None,5064.0,6692.0,True,20
LC209478.1,76.394775,11,7532,7518,GII.P16,None,3500.0,5090.0,polyprotein_fallback,GII.2,None,5071.0,6699.0,True,20
LC209479.1,76.45524,8,7536,7525,GII.P16,None,3500.0,5093.0,polyprotein_fallback,GII.2,None,5074.0,6702.0,True,20
HF952129.1,84.719025,11,7565,7548,GII.P4,New_Orleans_2009,,,,GII.4,New_Orleans_2009,5074.0,6696.0,False,0
EF202568.1,85.34014,26,7392,7360,GII.P4,Hunter_2004,3500.0,5078.0,polyprotein_fallback,GII.4,Hunter_2004,,,False,0
EU424333.1,76.4508,3,7426,7420,GII.P20,None,3500.0,5101.0,polyprotein_fallback,GII.20,None,,,False,0
LC369222.1,75.8141,12,7583,7577,GII.P17,None,3500.0,5101.0,polyprotein_fallback,GII.17,None,5082.0,6704.0,True,20
