Genome	Primer	Amplification	Pairing and Strand direction ((+)/(-))	Strand direction	Strand check	Mismatch	Distance	Location
OX387713.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	9914806:9914824:-
OX387713.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3*	D	45358634:45358651:-
OX387713.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	17614255:17614273:-
OX387713.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	22273153:22273171:-
OX387713.1	reverse_primer_var8	lin	reverse_primer_var8 (+)	+	pass	M3*	D	3725108:3725125:+
CANOQP010000001.1		none				M	D	
CANOQP010000002.1		none				M	D	
CANOQP010000003.1		none				M	D	
CANOQP010000004.1		none				M	D	
CANOQP010000005.1		none				M	D	
CANOQP010000006.1		none				M	D	
CANOQP010000007.1		none				M	D	
CANOQP010000008.1		none				M	D	
CANOQP010000009.1		none				M	D	
CANOQP010000010.1		none				M	D	
CANOQP010000011.1		none				M	D	
CANOQP010000012.1		none				M	D	
CANOQP010000013.1		none				M	D	
CANOQP010000014.1		none				M	D	
CANOQP010000015.1		none				M	D	
CANOQP010000016.1		none				M	D	
CANOQP010000017.1		none				M	D	
CANOQP010000018.1		none				M	D	
CANOQP010000019.1		none				M	D	
CANOQP010000020.1		none				M	D	
CANOQP010000021.1		none				M	D	
CANOQP010000022.1		none				M	D	
CANOQP010000023.1		none				M	D	
CANOQP010000024.1		none				M	D	
CANOQP010000025.1		none				M	D	
CANOQP010000026.1		none				M	D	
CANOQP010000027.1		none				M	D	
CANOQP010000028.1		none				M	D	
CANOQP010000029.1		none				M	D	
CANOQP010000030.1		none				M	D	
CANOQP010000031.1		none				M	D	
CANOQP010000032.1		none				M	D	
CANOQP010000033.1		none				M	D	
CANOQP010000034.1		none				M	D	
CANOQP010000035.1		none				M	D	
CANOQP010000036.1		none				M	D	
CANOQP010000037.1		none				M	D	
CANOQP010000038.1		none				M	D	
CANOQP010000039.1		none				M	D	
CANOQP010000040.1		none				M	D	
CANOQP010000041.1		none				M	D	
CANOQP010000042.1		none				M	D	
OX387714.1		none				M	D	
lcl|L22089.1_cds_AAA46547.1_1		none				M	D	
OY970745.1	forward_primer_var1	lin	forward_primer_var1 (-)	-	pass	M3	D	33731274:33731296:-
OY970745.1	forward_primer_var2	lin	forward_primer_var2 (+)	+	pass	M3	D	33792236:33792258:+
OY970745.1	forward_primer_var3	lin	forward_primer_var3 (-)	-	pass	M3	D	6289018:6289039:-
OY970745.1	forward_primer_var3	lin	forward_primer_var3 (+)	+	pass	M3	D	30968495:30968516:+
OY970745.1	forward_primer_var3	lin	forward_primer_var3 (+)	+	pass	M3	D	62795594:62795615:+
OY970745.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	32068360:32068378:+
OY970745.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	33599989:33600007:+
OY970745.1	reverse_primer_var2	lin	reverse_primer_var2 (-)	-	pass	M3	D	52153995:52154013:-
OY970745.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3	D	16572962:16572980:-
OY970745.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (-)	-	pass	M3	D	43510140:43510157:-
OY970745.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (-)	-	pass	M3	D	52153995:52154013:-
OY970745.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (-)	-	pass	M3	D	57205743:57205760:-
OY970745.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3*	D	12170032:12170048:-
OY970745.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3*	D	35585984:35586001:-
OY970745.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3	D	71442585:71442602:+
OY970745.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	13858374:13858392:+
OY970745.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	14364618:14364636:+
OY970745.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	56135018:56135036:-
OY970746.1	forward_primer_var2	lin	forward_primer_var2 (-)	-	pass	M3	D	23440357:23440379:-
OY970746.1	forward_primer_var2	lin	forward_primer_var2 (+)	+	pass	M3	D	37186314:37186336:+
OY970746.1	forward_primer_var2	lin	forward_primer_var2 (-)	-	pass	M3	D	57396356:57396378:-
OY970746.1	forward_primer_var3	lin	forward_primer_var3 (-)	-	pass	M3	D	59148679:59148700:-
OY970746.1	forward_primer_var5	lin	forward_primer_var5 (-)	-	pass	M3	D	57396356:57396378:-
OY970746.1	forward_primer_var6	lin	forward_primer_var6 (-)	-	pass	M2	D	57396356:57396378:-
OY970746.1	forward_primer_var8	lin	forward_primer_var8 (-)	-	pass	M3	D	57396356:57396378:-
OY970746.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3	D	5732357:5732375:-
OY970746.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	23335998:23336015:+
OY970746.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	37044622:37044639:+
OY970746.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	59432546:59432564:+
OY970746.1	reverse_primer_var2	lin	reverse_primer_var2 (-)	-	pass	M3*	D	22366667:22366684:-
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+)	+	pass	M3	D	3309451:3309469:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+)	+	pass	M3	D	3353383:3353401:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+)	+	pass	M3	D	42731338:42731356:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+)	+	pass	M3*	D	45718508:45718525:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D3245	3302171:3302189:+,3305435:3305453:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D3996	3333305:3333323:+,3337320:3337338:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D3996	3337320:3337338:+,3341335:3341353:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D3997	3305435:3305453:+,3309451:3309469:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D3997	3341335:3341353:+,3345351:3345369:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D3997	3345351:3345369:+,3349367:3349385:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D3997	3349367:3349385:+,3353383:3353401:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D3998	3321353:3321371:+,3325370:3325388:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D7261	3302171:3302189:+,3309451:3309469:+
OY970746.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+),reverse_primer_var4 (+)	++	FAIL	M3,3	D7916	3325370:3325388:+,3333305:3333323:+
OY970746.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3	D	28765309:28765327:+
OY970746.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3*	D	52702643:52702660:+
OY970746.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	52905073:52905091:-
OY970746.1	reverse_primer_var6	lin	reverse_primer_var6 (-)	-	pass	M3	D	52905073:52905091:-
OY970746.1	reverse_primer_var6	lin	reverse_primer_var6 (-)	-	pass	M3	D	60404723:60404741:-
OY970746.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	11225354:11225372:-
OY970746.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	47392195:47392213:+
OY970746.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	48152014:48152032:-
OY970746.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3*	D	53456196:53456213:+
OY970746.1	reverse_primer_var8	lin	reverse_primer_var8 (+)	+	pass	M3	D	37565639:37565656:+
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M2	D	8684315:8684333:-
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	7134880:7134898:+
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3	D	8741692:8741709:-
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3*	D	10111588:10111604:-
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3	D	47845592:47845610:-
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3*	D	60258876:60258893:+
OY970747.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var1 (+),reverse_primer_var7 (+)	++	FAIL	M3,3	D0	34699425:34699442:+,34699426:34699442:+
OY970747.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3*	D	30847341:30847358:+
OY970747.1	reverse_primer_var2	lin	reverse_primer_var2 (-)	-	pass	M3	D	47845592:47845610:-
OY970747.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3	D	8684315:8684333:-
OY970747.1	reverse_primer_var3	lin	reverse_primer_var3 (+)	+	pass	M3	D	14592869:14592887:+
OY970747.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3*	D	14981788:14981804:-
OY970747.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3	D	21767919:21767937:-
OY970747.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3	D	40277319:40277337:-
OY970747.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3	D	46266498:46266516:-
OY970747.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (-)	-	pass	M3	D	9369603:9369621:-
OY970747.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (-)	-	pass	M3	D	40277319:40277337:-
OY970747.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+)	+	pass	M3	D	50172610:50172628:+
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	27778882:27778899:-
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3	D	30457768:30457786:+
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3*	D	37427706:37427723:+
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3	D	54544846:54544864:+
OY970747.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3*	D	58035535:58035552:-
OY970747.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	28465380:28465398:+
OY970747.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	34699426:34699442:+
OY970747.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	36488988:36489005:-
OY970747.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	59866751:59866769:+
OY970747.1	reverse_primer_var8	lin	reverse_primer_var8 (-)	-	pass	M3	D	12118666:12118683:-
OY970748.1	forward_primer_var3	lin	forward_primer_var3 (-)	-	pass	M3	D	22224767:22224788:-
OY970748.1	forward_primer_var3	lin	forward_primer_var3 (-)	-	pass	M3	D	23355906:23355928:-
OY970748.1	forward_primer_var3	lin	forward_primer_var3 (+)	+	pass	M3	D	54627709:54627730:+
OY970748.1	forward_primer_var4	lin	forward_primer_var4 (-)	-	pass	M3	D	23355906:23355928:-
OY970748.1	forward_primer_var7	lin	forward_primer_var7 (-)	-	pass	M3	D	15667540:15667561:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	8336801:8336819:+
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3	D	10893352:10893369:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3*	D	10987077:10987094:-
OY970748.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3	D	19325129:19325147:+
OY970748.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3*	D	34367673:34367690:+
OY970748.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3	D	39101577:39101594:-
OY970748.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3	D	43127194:43127212:-
OY970748.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (-)	-	pass	M3	D	16114766:16114783:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3*	D	1084465:1084482:+
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	49362785:49362803:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3*	D	51663661:51663678:+
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	54554891:54554909:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	54809739:54809757:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	54829610:54829628:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	54829907:54829925:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	54955805:54955823:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	55093979:55093997:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	55094276:55094294:-
OY970748.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	55187587:55187605:-
OY970748.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	6424755:6424773:-
OY970748.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	25319207:25319224:+
OY970748.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	46615601:46615618:-
OY970748.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	49362785:49362803:-
OY970749.1	forward_primer_var5	lin	forward_primer_var5 (+)	+	pass	M3*	D	50439523:50439544:+
OY970749.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	18426871:18426889:+
OY970749.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	21257229:21257247:+
OY970749.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3	D	27575629:27575647:-
OY970749.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3	D	47844712:47844730:+
OY970749.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3*	D	50204062:50204079:+
OY970749.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	357610:357628:-
OY970749.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	20451347:20451365:-
OY970749.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3*	D	22754988:22755003:+
OY970749.1	reverse_primer_var6	lin	reverse_primer_var6 (+)	+	pass	M3*	D	9436447:9436464:+
OY970749.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3*	D	27410916:27410933:-
OY970749.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	39884262:39884280:-
OY970750.1	forward_primer_var1	lin	forward_primer_var1 (+)	+	pass	M3	D	6210516:6210538:+
OY970750.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3	D	46640999:46641017:-
OY970750.1	reverse_primer_var2	lin	reverse_primer_var2 (-)	-	pass	M3*	D	5506051:5506066:-
OY970750.1	reverse_primer_var2	lin	reverse_primer_var2 (-)	-	pass	M3*	D	39367171:39367188:-
OY970750.1	reverse_primer_var3	lin	reverse_primer_var3 (+)	+	pass	M3	D	26793582:26793600:+
OY970750.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3	D	14551849:14551867:+
OY970750.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3*	D	17118843:17118859:+
OY970750.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3*	D	25891376:25891393:-
OY970750.1	reverse_primer_var6	lin	reverse_primer_var6 (-)	-	pass	M3*	D	5506051:5506066:-
OY970750.1	reverse_primer_var6	lin	reverse_primer_var6 (+)	+	pass	M3	D	33394006:33394023:+
OY970750.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	23808866:23808884:-
OY970750.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3*	D	32584349:32584366:+
OY970750.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	55195503:55195521:+
OY970751.1	forward_primer_var2	lin	forward_primer_var2 (-)	-	pass	M3	D	21192448:21192470:-
OY970751.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3	D	5893898:5893916:-
OY970751.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3	D	10670028:10670046:+
OY970751.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3*	D	15021910:15021927:+
OY970751.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3	D	15256610:15256628:+
OY970751.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3*	D	20311763:20311780:+
OY970751.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3*	D	34873428:34873445:-
OY970751.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (+)	+	pass	M3*	D	33739123:33739140:+
OY970751.1	reverse_primer_var4,reverse_primer_var4	lin	reverse_primer_var4 (-)	-	pass	M3	D	49482525:49482543:-
OY970751.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3	D	2675880:2675897:+
OY970751.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3	D	13372138:13372155:+
OY970751.1	reverse_primer_var6	lin	reverse_primer_var6 (-)	-	pass	M3	D	24553238:24553256:-
OY970751.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	41364479:41364497:+
OY970751.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M3	D	44691002:44691020:-
OY970752.1	forward_primer_var3	lin	forward_primer_var3 (-)	-	pass	M3	D	40409329:40409350:-
OY970752.1	forward_primer_var8	lin	forward_primer_var8 (+)	+	pass	M3	D	32224998:32225020:+
OY970752.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3*	D	6780859:6780876:+
OY970752.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3	D	20189265:20189283:-
OY970752.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (+)	+	pass	M3	D	43443111:43443129:+
OY970752.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3*	D	5211582:5211599:+
OY970752.1	reverse_primer_var2	lin	reverse_primer_var2 (-)	-	pass	M3*	D	50088273:50088290:-
OY970752.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3*	D	4437982:4437999:+
OY970752.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3*	D	37840523:37840540:-
OY970752.1	reverse_primer_var6	lin	reverse_primer_var6 (-)	-	pass	M3	D	680497:680515:-
OY970752.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	11329534:11329552:+
OY970753.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var1 (-)	-	pass	M3	D	50236366:50236384:-
OY970753.1	reverse_primer_var2	lin	reverse_primer_var2 (-)	-	pass	M3*	D	25813181:25813198:-
OY970753.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3*	D	38054042:38054059:+
OY970753.1	reverse_primer_var3	lin	reverse_primer_var3 (+)	+	pass	M3*	D	26663176:26663193:+
OY970753.1	reverse_primer_var3	lin	reverse_primer_var3 (+)	+	pass	M3*	D	26877180:26877197:+
OY970753.1	reverse_primer_var3	lin	reverse_primer_var3 (+)	+	pass	M3*	D	27030303:27030320:+
OY970753.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	4315100:4315118:-
OY970753.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	4317950:4317968:-
OY970753.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	4320801:4320819:-
OY970753.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	4323651:4323669:-
OY970753.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	4326501:4326519:-
OY970753.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	4341537:4341555:-
OY970753.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3	D	23124800:23124818:+
OY970753.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (-)	-	pass	M3	D	49023632:49023650:-
OY970753.1	reverse_primer_var6	lin	reverse_primer_var6 (+)	+	pass	M3	D	1896541:1896559:+
OY970753.1	reverse_primer_var8	lin	reverse_primer_var8 (+)	+	pass	M3	D	16895768:16895786:+
OY970754.1	forward_primer_var5	lin	forward_primer_var5 (-)	-	pass	M3*	D	10647468:10647489:-
OY970754.1	reverse_primer_var2	lin	reverse_primer_var2 (+)	+	pass	M3	D	2170367:2170385:+
OY970754.1	reverse_primer_var3	lin	reverse_primer_var3 (-)	-	pass	M3	D	22302419:22302437:-
OY970754.1	reverse_primer_var3	lin	reverse_primer_var3 (+)	+	pass	M3*	D	32652629:32652646:+
OY970754.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3*	D	21083882:21083899:+
OY970754.1	reverse_primer_var1,reverse_primer_var5	lin	reverse_primer_var5 (+)	+	pass	M3	D	22528668:22528685:+
OY970754.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (-)	-	pass	M2	D	22302419:22302437:-
OY970754.1	reverse_primer_var1,reverse_primer_var7	lin	reverse_primer_var7 (+)	+	pass	M3	D	12947921:12947939:+
OY970754.1	reverse_primer_var8	lin	reverse_primer_var8 (-)	-	pass	M3	D	22302419:22302437:-
CAWKXY010000001.1		none				M	D	
CAWKXY010000002.1		none				M	D	
CAWKXY010000003.1		none				M	D	
CAWKXY010000004.1		none				M	D	
CAWKXY010000005.1		none				M	D	
CAWKXY010000006.1		none				M	D	
CAWKXY010000007.1		none				M	D	
CAWKXY010000008.1		none				M	D	
CAWKXY010000009.1		none				M	D	
CAWKXY010000010.1		none				M	D	
CAWKXY010000011.1		none				M	D	
CAWKXY010000012.1		none				M	D	
CAWKXY010000013.1		none				M	D	
CAWKXY010000014.1		none				M	D	
CAWKXY010000015.1		none				M	D	
CAWKXY010000016.1		none				M	D	
CAWKXY010000017.1		none				M	D	
CAWKXY010000018.1		none				M	D	
CAWKXY010000019.1		none				M	D	
OY970755.1		none				M	D	
